,name,brand,description,details,occasion,style,subcategory_bottom,subcategory_top
456,Stripe-Trim Faux Shearling Jacket,Nominee,ONLY AT SAKS. Striped hem and cuffs bring a sporty flair to this faux shearling jacket.,"Spread collar
Long sleeves
Button front
Waist pockets
Rib-knit cuffs and hem
Polyester/wool
Fur type: Faux
Dry clean
Made in Italy
SIZE & FITBoxy fit
About 28"" from shoulder to hem",[],[],N/A,N/A
457,Nightbird Two 58MM Round Sunglasses,DITA Eyewear,Unique round sunglasses with a slightly off-center silhouette.,"100% UV protection
Gradient lenses
Adjustable nose pads
Titanium
Made in Japan
SIZE58mm lens width
17mm bridge width
145mm temple length",[],[],N/A,N/A
458,Striped Denim Jeans,Alexander McQueen,Cotton denim jeans with subtle side striped detail.,"Belt loops
Front zip-fly with button closure
Five-pocket style
Cotton
Dry clean
Made in Italy
SIZE & FITClassic fit
Rise, about 11""
Inseam, about 36""
Leg opening, about 14""",[],[],N/A,N/A
459,Fendi Logo Slides,Fendi,Essential slides feature contrast logo details with eye-catching mixed media trim.,"Leather upper
Open toe
Slip-on style
Rubber and plastic sole
Made in Italy",[],[],N/A,N/A
460,Studded Mink Fur Short-Sleeve Jacket,Glamourpuss,Cropped jacket with black stud-embellishment striped panels embodies contemporary luxury.,"Collarless
Elbow-length sleeves
Hook-and-eye front closure
Trim: Leather
Fur type: Dyed mink
Fur origin: China
Dry clean by fur specialist
Imported
SIZE & FITAbout 21"" from shoulder to hem
Model shown is 5'10"" (177cm) wearing US size Small",[],[],N/A,N/A
461,Ballistic Fur Trimmed Bomber Jacket,Moose Knuckles,unknown,"Removable fox fur-trimmed hood
Stand collar
Zip front
Chest welt pockets
Waist welt pockets
Long sleeves
Ribbed cuffs and hem
About 25"" from shoulder to hem
Cotton/nylon
Trim: Leather
Fill: Duck down feathers
Fur type: Dyed blue fox
Fur origin: Finland
Dry clean by fur specialist
Made in Canada
Please note: Hardware may vary.",[],[],N/A,N/A
462,Little Boy's & Boy's Stretch Cotton Pants,Janie and Jack,Soft and stylish stretch pants he can wear to events and to the park.,"Belt loops
Zip fly with top button
Adjustable waist
Angled front pockets
Back button-through pockets
Straight leg
Cotton/spandex
Machine wash
Imported",[],[],N/A,N/A
463,Relaxed-Fit Ankle Trousers,Valentino,Well-placed front pleats give these ankle trousers a more defined finish.,"Belt loops
Button closure
Zip fly
Adjustable button straps
Side pockets
Back button welt pockets
Polyester
Dry clean
Made in Italy
SIZE & FITRelaxed fit
Inseam, about 32""",[],[],N/A,N/A
464,Stripe Classic Open-Yoke Shirt,Bassike,"You’ll gravitate towards this tomboy shirt for the silky-soft cotton blend and classic pinstripes, but it’s the avant-garde cut-out detail at the back that’ll make it a true favorite. We like it best tucked into a pair of relaxed pants.80% cotton, 20% silkHand wash coldMade in AustraliaSizing: 0=XS, 1=S, 2=M, 3=L, 4=XLModel is 5’10” with 32” bust, 25” waist, 36.5” hips and wearing a size 1",unknown,"['Work', 'daytonight', 'work', 'DaytoNight', 'weekend']","['Modern', 'Androgynous', 'classic', 'Classic', 'casual', 'businesscasual', 'BusinessCasual', 'modern', 'androgynous']",N/A,ButtonDown
465,Girl's Faux Leather Leggings,Blank NYC,Sleek faux leather lends cool edge to these luxe leggings she'll love. ,"Elasticized waistband
Pull-on style
Back welt pockets
Polyurethane/viscose
Machine wash
Imported",[],[],N/A,N/A
466,Wide Brim Panama Straw Hat,Rag & Bone,A woven tonal band sets off this Panama straw hat with a Western-inspired silhouette.,"Panama straw
Spot clean
Made in Spain
SIZEBrim, about 4""",[],[],N/A,N/A
467,55MM Cat Eye Sunglasses,Balenciaga,"Partnering classic tortoiseshell with athletic multicolored temples, these cat eye sunglasses are sleek and comfortable.","100% UV protection
Acetate
Made in Japan
SIZE55mm lens width
23mm bridge width
135mm temple length","['vacation', 'weekend']","['modern', 'classic', 'casual']",N/A,N/A
468,Bulldog Ninfea Board Shorts,Orlebar Brown,Tailored board shorts with a pixelated floral formation embodies the essence of an optical illusion.,"Zip fly with snap closure
Side slash pockets
Lined
Polyester
Spot clean
Orlebar Brown five-year guarantee
Imported
SIZE & FITTailored-fit
Rise, about 10.75""
Inseam, about 6""
Leg opening, about 6""",[],[],N/A,N/A
469,Boy's Leather Moccasin Driving Loafers,Gucci,unknown,"Leather upper
Apron toe
Slip-on style
Silvertone buckle front
Striped front strap
Top-stitch detail
Grip rubber sole
Spot clean
Made in Italy",[],[],N/A,N/A
470,Blin Prince Of Wales Check Wool-Blend Down Bomber Jacket,Moncler,"Woven into a classic Prince of Wales check design, this jacket is understated in its bomber silhouette.","Stand collar
Long sleeves with embossed logo patch flap pocket
Adjustable tab grip tape cuffs
Two-way zip front
Waist snap-button flap pockets
Bungee cord hem
Fully lined
Virgin wool/polyamide/nylon/polyester
Fill: Goose down
Dry clean
Imported
SIZE & FITAbout 29"" from shoulder to hem</",[],[],N/A,N/A
471,Dior Forever Skin Glow 24 HR Wear Radiant Perfection Skin-Caring Foundation,Dior,"WHAT IT ISMedium-to-full coverage foundation that remains flawless for 24 hours* in a radiant finish with SPF 35. 1 oz. Made in France.* Instrumental test on 20 subjectsWHAT IT DOESDior takes 24 hour complexion perfection to the next level with FOREVER with new Dior Forever Skin Glow foundation. Dior's iconic long-wearing Forever foundation, now in a radiant finish, for a complexion that appears flawless and even and the pores tightened. The skin-perfecting fo","WHAT IT ISMedium-to-full coverage foundation that remains flawless for 24 hours* in a radiant finish with SPF 35. 1 oz. Made in France.* Instrumental test on 20 subjectsWHAT IT DOESDior takes 24 hour complexion perfection to the next level with FOREVER with new Dior Forever Skin Glow foundation. Dior's iconic long-wearing Forever foundation, now in a radiant finish, for a complexion that appears flawless and even and the pores tightened. The skin-perfecting fo",[],[],N/A,N/A
472,Oversized Faux Fur Car Coat,Balenciaga,"Striking Balenciaga motif adorns this plush faux fur cocoon coat, exuding a street-style edge and logomania charm.","Point collar
Long sleeves
Button front
Acrylic/polyester
Fur type: Faux
Dry clean
Made in France
SIZE & FITOversized fit
About 40"" from shoulder to hem",[],[],N/A,N/A
473,Girl's Leopard Print Quilted Jacket,Blank NYC,Wild leopard print take on the classic quilted coat.,"Stand collar
Long sleeves
Snap front placket
Waist slip-pocket
Fully lined and filled
Lyocell
Machine wash
Imported",[],[],N/A,N/A
474,Mick Skinny Jeans,J Brand,Modern skinny-fit jeans with a bold sporty stripe down the leg.,"Waistband
Belt loops
Zip fly with button closure
Five-pocket style
Side stripe
Viscose/cotton/lyocell/polyester/elastane
Machine wash
Made in USA
SIZE & FITSkinny fit
Rise, about 10""
Inseam, about 33.5""
Leg opening, about 13.5""",[],[],N/A,N/A
475,Little Girl's Sleeveless Ruffled Fit & Flare Dress,David Charles,Delicate ruffled panels adorn this sleeveless fit-and-flare dress for a touch of glamour.,"Roundneck
Sleeveless
Concealed back zip
Ruffled bodice
Seamed waist
Polyester
Hand wash
Made in the UK",[],[],N/A,N/A
476,Polo Soft Traveler Sportcoat,Polo Ralph Lauren,"This Polo Soft sportcoat is ideal for traveling, thanks to its lightweight wool that’s breathable, antibacterial, and wrinkle-resistant. Its fit puts a modern spin on classic, preppy style with a natural shoulder and a half-canvassed construction.","Notch lapels
Long sleeves
Button cuffs
Button front
Chest welt pocket
Waist flap pockets
Dual back vents
Polyester/cotton/elastane
Dry clean
Made in Portgual
SIZ",[],[],N/A,N/A
477,Tiger High Fired Porcelain Valet Tray,Jonathan Adler,"A modernized update of the classic valet tray design, this glaze-finished porcelain tray exhibits a splayed tiger rug motif and resplendent 24K gold accents.","7""W x 5""D x 1""H
24K gold
Porcelain
Hand wash
Imported
Gift box included",[],[],N/A,N/A
478,Katrine Square Sunglasses/60MM,Tom Ford,unknown,"Statement square sunglasses with oversize shape
60mm lens width; 19mm bridge width; 135mm temple length
100% UV protection
Plastic
Made in Italy","['vacation', 'weekend']","['casual', 'classic', 'boho']",N/A,N/A
479,Street Style Graphic Tee,Mostly Heard Rarely Seen,Iconic street style tee cut from soft fabric.,"Crewneck
Short sleeves
Pullover style
Front graphic
Straight hem
Cotton
Machine wash
Imported
SIZE & FITAbout 27"" from shoulder to hem",[],[],N/A,N/A
480,W&P™ Host cookbook,J.Crew,"Packed with tips and tricks on how to be the host with the most, this visually stunning guide&mdash;written and created by W&amp;P founders Eric Prum and Josh Williams&mdash;is a must-read for anyone who loves throwing (or attending) parties. Based in Brooklyn, W&amp;P is a team of creative food lovers that dreams up fun, inventive ways to spice up your next meal or drink. <a href='https://www.jcrew.com/c/womens_category/brandswelove?eVar113=link_11_women_shopallwomensbrands&amp;N=2209997776&amp;Nloc=en&amp;Npge=1&amp;Nrpp=60'><u>Shop more W&amp;P items.</u></a>",unknown,[],[],N/A,N/A
481,Girl's Star Denim Jacket,Blank NYC,Embossed star patches adorn stretch-cotton jean jacket in classic button-front style.,"Spread collar
Long sleeves
Button cuffs
Button front
Chest buttoned flap pockets
Cotton/spandex
Machine wash
Imported",[],[],N/A,N/A
482,99MM Flat-Top Aviator Sunglasses,Fendi,unknown,"Angular aviator updated with flat top and cutout bridge
99mm lens width; 3mm bridge width; 145mm temple length
100% UV protection
Copolyamide
Made in Italy","['vacation', 'daytonight', 'weekend']","['modern', 'classic', 'boho', 'casual']",N/A,N/A
483,COLLECTION Seersucker Stripe Woven Cotton Button-Down Shirt,Saks Fifth Avenue,unknown,"ONLY AT SAKS
Cotton button-down shirt with a stripe design
Spread collar
Short sleeves
Button front
Curved hem
About 27"" from shoulder to hem
Cotton
Machine wash
Imported",[],[],N/A,N/A
484,Roella 55MM Polarized Cat Eye Sunglasses,Oliver Peoples,unknown,"Glamorous upswept cat eye shape with polarized lenses
55mm lens width; 20mm bridge width; 140mm temple length
100% UV protection
Polarized lenses
Acetate
Made in Italy","['vacation', 'daytonight', 'weekend']","['modern', 'classic', 'boho', 'casual']",N/A,N/A
485,LE CORRECTEUR DE CHANELLongwear Concealer,CHANEL,"The long-lasting, corrective concealer addresses a range of skin concerns and imperfections. Composition: The formula features a lightweight, gel-based texture and soft-focus pigments for comfortable wear and the most seamless finish. How To Use: Use the rose-pink shade to visibly illuminate and brighten dullness, the green shade to mask blemishes and redness, and the apricot shade to hide dark spots and dark circles. Delicately blend by patting in with fingertips. Can be used under or over foundation, ba","The long-lasting, corrective concealer addresses a range of skin concerns and imperfections. Composition: The formula features a lightweight, gel-based texture and soft-focus pigments for comfortable wear and the most seamless finish. How To Use: Use the rose-pink shade to visibly illuminate and brighten dullness, the green shade to mask blemishes and redness, and the apricot shade to hide dark spots and dark circles. Delicately blend by patting in with fingertips. Can be used under or over foundation, ba",[],[],N/A,N/A
486,Baby's Two-Piece Sandwashed Chevron Pattern Blanket Set,Little Giraffe,unknown,"A set of two sandwashed blankets to keep your baby warm and comfy in cheerful chevron pattern. 
44''W X 44''L 
Cotton
Machine wash
Imported",[],[],N/A,N/A
487,Baby Girl's Embroidered Footie,Kissy Kissy,unknown,"Cotton-blend footie with scalloped neck and cuffs
Crewneck
Long sleeves
Front snap closure
Cotton/polyester
Machine wash
Imported",[],[],N/A,N/A
488,Button-Print Shawl,Alexander McQueen,Toss over this on trend shawl featuring a button print and wool-blend fabrication.,"Wrap around
Fringe edges
Printed all-over
Modal/wool
Dry clean
Made in Italy
SIZE55""W x 55""H",[],[],N/A,N/A
489,Multi-Pop Fox Fur Striped Pull-Through Scarf,Charlotte Simone,Elegant multicolor striped fox fur scarf in a pull-through design warps your neck in plush coziness.,"Fur type: Dyed fox
Fur origin: China
Dry clean by fur specialist
Imported
SIZE5.5""W x 36""L",[],[],N/A,N/A
490,01 leather ankle boots,LEGRES,Heel measures approximately 30mm/ 1 inch Black leather (Calf)  Zip fastening along side  Made in Italy,"Fits true to size, take your normal size 
Only available in full sizes, go up to the nearest whole size if you take a half size
Italian sizing
",[],[],N/A,N/A
491,Kid's Sushi Selection Play Set,Hape Toys,"Young sushi chefs can prepare, serve,and enjoy a sophisticated sushi dinner with all the sushi staples:sushi, wasabi, soy sauce, chopsticks, and a realistic serving plate. All crafted using wood from FSC-managed forests,recycled plastic, and child-safe finishings.","For ages three years and up.
Plywood/schima/bamboo
Imported
SIZE7.9"" x 3.9"" x 10.2""",[],[],N/A,N/A
492,Trompe L'oeil Wool Sweater,Thom Browne,Playful suit design adorns this preppy wool sweater with rib-knit trim.,"Roundneck
Long sleeves
Pullover style
Side button detail
Ribbed trim
Wool
Dry clean
Made in Italy
SIZE & FITAbout 28"" from shoulder to hem",[],[],N/A,N/A
493,Mink Fur Muff,The Fur Salon,unknown,"ONLY AT SAKS
Cold-weather staple in plush mink fur
About 9"" X 10""
Fur type: Mink with brightener added
Fur origin: USA
Dry clean by fur specialist
Imported",[],[],N/A,N/A
494,Oversized Boxy-Fit Owl Graphic Tee,Rhude,"From the Moonlight Madness Collection. Artistic in essence, this bold t-shirt showcases striking owl imagery.","Roundneck
Short sleeves
Pullover style
Cotton
Machine wash
Made in USA
SIZE & FITOversized boxy-fit
About 29"" from shoulder to hem",[],[],N/A,N/A
495,Multicolor Hairband,Missoni Mare,Boho pattern in various colors adorn this crochet hairband.,"Viscose/polyester/nylon
Do not wash
Made in Italy
SIZELength, 11""",[],[],N/A,N/A
496,Fordson Heathered Hoodie,Burberry,unknown,"Cotton-blend hoodie with embroidered logo detail
Attached hood
Long sleeves
Rib-knit cuffs and hem
Exposed front zip
Split kangaroo pocket
About 27"" from shoulder to hem
Cotton/polyester
Machine wash
Imported",[],[],N/A,N/A
497,Archival Check Baseball Cap,Burberry,Baseball styling meets vintage Burberry plaid in this essential hat.,"Wide bill
Self-adhesive back strap adjusts fit
Cotton
Spot clean
Made in Italy",[],[],N/A,N/A
498,Polly Pop Fox Fur Bi-Color Pull-Through Scarf,Charlotte Simone,Plush fox fur scarf in a two color design makes a cozy addition to your wardrobe.,"Pull-through slit to wrap asymmetrically around neck
Fur type: Dyed fox
Fur origin: China
Dry clean by fur specialist
Imported
SIZE5.5""W x 36""L",[],[],N/A,N/A
499,Collins Twist Crepe De Chine Top,Acler,"Acler's 'Collins' twist crepe de chine top is designed with a v-neckline, cap sleeves and a twist detail at the front.","Twists at the front, cinches at waist, unlined
Zip fastening along back
Composition: 100% polyester
Imported



Model is wearing sample size US 4
This item fits true to size
We recommend taking your normal size","['NightOut', 'nightout', 'weekend', 'Weekend']","['Modern', 'glam', 'Edgy', 'modern', 'Glam', 'edgy']",N/A,Blouse
